2015-05-21 14:53:25,5974,8.82,0.057,-1.031
2015-05-21 14:53:30,5975,5.878,0.027,3.451
2015-05-21 14:53:35,5976,7.561,0.105,1.957
2015-05-21 14:53:40,5977,7.561,0.064,4.945
2015-05-21 14:53:45,5978,9.66,0.074,5.692
2015-05-21 14:53:50,5979,1.252,0.051,-1.031
2015-05-21 14:53:55,5980,2.093,0.044,4.572
2015-05-21 14:54:00,5981,5.037,0.091,5.319
2015-05-21 14:54:05,5982,4.196,0.04,2.331
2015-05-21 14:54:10,5983,2.934,0.064,7.933
2015-05-21 14:54:15,5984,4.617,0.027,0.089
2015-05-21 14:54:20,5985,1.252,0.034,3.825
2015-05-21 14:54:25,5986,6.299,0.03,-1.031
2015-05-21 14:54:30,5987,5.878,0.04,4.945
2015-05-21 14:54:35,5988,5.878,0.047,5.319
2015-05-21 14:54:40,5989,0.832,0.122,-1.031
2015-05-21 14:54:45,5990,3.776,0.085,5.692
2015-05-21 14:54:50,5991,3.355,0.088,3.451
2015-05-21 14:54:55,5992,1.673,0.068,7.56
2015-05-21 14:55:00,5993,5.878,0.02,6.439
2015-05-21 14:55:05,5994,1.673,0.02,3.451
2015-05-21 14:55:10,5995,6.299,0.057,-1.405
2015-05-21 14:55:15,5996,7.14,0.017,4.945
2015-05-21 14:55:20,5997,5.458,0.0,5.692
2015-05-21 14:55:25,5998,7.14,0.04,-0.284
2015-05-21 14:55:30,5999,4.196,0.02,-0.284
2015-05-21 14:55:35,6000,6.299,0.017,5.319
2015-05-21 14:55:40,6001,1.673,0.078,3.451
2015-05-21 14:55:45,6002,7.14,0.034,4.945
2015-05-21 14:55:50,6003,3.355,0.091,7.186
2015-05-21 14:55:55,6004,8.82,0.034,-0.658
2015-05-21 14:56:00,6005,2.934,0.02,1.584
2015-05-21 14:56:05,6006,2.093,0.057,-1.031
2015-05-21 14:56:10,6007,1.673,0.037,5.319
2015-05-21 14:56:15,6008,10.08,0.057,4.198
2015-05-21 14:56:20,6009,1.252,0.112,0.089
2015-05-21 14:56:25,6010,1.252,0.091,6.439
2015-05-21 14:56:30,6011,1.673,0.047,3.078
2015-05-21 14:56:35,6012,2.514,0.057,6.813
2015-05-21 14:56:40,6013,2.934,0.112,1.21
2015-05-21 14:56:45,6014,4.617,0.078,4.945
2015-05-21 14:56:50,6015,1.252,0.071,-1.405
2015-05-21 14:56:55,6016,5.037,0.003,-0.284
2015-05-21 14:57:00,6017,2.934,0.051,4.198
2015-05-21 14:57:05,6018,4.196,0.054,3.451
2015-05-21 14:57:10,6019,1.252,0.085,7.933
2015-05-21 14:57:15,6020,2.514,0.034,7.933
2015-05-21 14:57:20,6021,1.252,0.037,3.451
2015-05-21 14:57:25,6022,0.832,0.047,-0.658
